transaction_id,bank_id,bank_name,customer_id,amount,timestamp,merchant_category,location
1518,101,Equity Bank,C0051,27331.72,2025-02-14 17:34:06,Health,Edwardsbury
1519,101,Equity Bank,C0078,19775.81,2025-02-14 18:00:31,Utilities,Justinland
1520,101,Equity Bank,C0382,49748.23,2025-02-14 06:46:27,Food,Ryanport
1521,101,Equity Bank,C0378,21696.96,2025-02-14 16:06:55,Transport,Jesseland
1522,101,Equity Bank,C0171,49942.63,2025-02-14 15:07:47,Food,West Sharonview
1523,101,Equity Bank,C0338,29737.59,2025-02-14 09:04:52,Retail,Kerrmouth
1524,101,Equity Bank,C0500,21966.75,2025-02-14 21:10:04,Education,Fisherstad
1525,101,Equity Bank,C0177,42746.74,2025-02-14 06:27:32,Food,Port Nicholas
1526,101,Equity Bank,C0129,27694.84,2025-02-14 19:08:24,Health,New Ashleybury
1527,101,Equity Bank,C0308,9166.58,2025-02-14 07:38:31,Health,Port Jared
1528,101,Equity Bank,C0429,12499.17,2025-02-14 07:43:35,Retail,Cherylside
1529,101,Equity Bank,C0245,4662.23,2025-02-14 19:31:38,Retail,Williamfort
1530,102,KCB Bank,C0344,42419.27,2025-02-14 09:50:13,Transport,Lake George
1531,102,KCB Bank,C0183,39791.59,2025-02-14 17:37:29,Education,South Christopherstad
1532,102,KCB Bank,C0340,44195.47,2025-02-14 23:50:27,Food,Juliefurt
1533,102,KCB Bank,C0082,13501.56,2025-02-14 15:43:00,Food,Justinmouth
1534,102,KCB Bank,C0322,27098.41,2025-02-14 00:38:45,Food,Lauramouth
1535,102,KCB Bank,C0198,9798.69,2025-02-14 17:26:12,Transport,New Tracie
1536,102,KCB Bank,C0202,4562.71,2025-02-14 08:07:22,Health,Boltonfort
1537,102,KCB Bank,C0083,36018.47,2025-02-14 13:01:37,Utilities,Port Heatherchester
1538,102,KCB Bank,C0293,39127.53,2025-02-14 11:54:59,Utilities,Kaitlynview
1539,102,KCB Bank,C0193,24397.42,2025-02-14 15:53:21,Education,South Yolanda
1540,102,KCB Bank,C0321,1257.82,2025-02-14 00:12:43,Retail,Kimberlyview
1541,102,KCB Bank,C0407,34982.79,2025-02-14 05:09:12,Retail,Lake Dawn
1542,103,Absa Bank,C0064,43420.87,2025-02-14 19:36:37,Education,West Jay
1543,103,Absa Bank,C0411,45409.87,2025-02-14 08:38:39,Transport,Fisherside
1544,103,Absa Bank,C0162,35332.74,2025-02-14 19:38:51,Food,Lake Seth
1545,103,Absa Bank,C0282,29193.38,2025-02-14 22:20:27,Utilities,East Jessicaside
1546,103,Absa Bank,C0262,36164.13,2025-02-14 03:11:39,Food,Loweberg
1547,103,Absa Bank,C0412,9792.98,2025-02-14 09:35:44,Health,South Michaelton
1548,103,Absa Bank,C0288,15068.35,2025-02-14 15:56:36,Education,North Taylor
1549,103,Absa Bank,C0282,18258.78,2025-02-14 13:28:18,Health,Harrisfurt
1550,103,Absa Bank,C0137,40944.34,2025-02-14 09:48:17,Food,East Julieland
1551,103,Absa Bank,C0056,46317.39,2025-02-14 19:09:29,Education,Smithmouth
1552,103,Absa Bank,C0159,14862.33,2025-02-14 05:12:01,Utilities,Whiteside
1553,103,Absa Bank,C0072,24252.67,2025-02-14 00:01:05,Education,East Leahshire
1554,103,Absa Bank,C0412,48701.66,2025-02-14 12:25:52,Food,Navarrofort
1555,103,Absa Bank,C0500,29176.17,2025-02-14 07:01:21,Utilities,West Brent
1556,103,Absa Bank,C0319,987.95,2025-02-14 22:04:20,Health,Barnettbury
1557,103,Absa Bank,C0063,11820.87,2025-02-14 21:11:50,Utilities,Rosariomouth
1558,103,Absa Bank,C0102,12402.33,2025-02-14 13:08:37,Utilities,North Michaelburgh
1559,103,Absa Bank,C0020,28791.28,2025-02-14 20:34:01,Utilities,Jerrytown
1560,103,Absa Bank,C0364,22703.91,2025-02-14 13:56:21,Food,North Samuelville
1561,103,Absa Bank,C0122,9042.85,2025-02-14 00:35:25,Retail,New Rodney
1562,104,Standard Bank,C0114,19384.67,2025-02-14 22:40:23,Retail,South Jenniferton
1563,104,Standard Bank,C0137,40685.84,2025-02-14 03:13:00,Health,South Glen
1564,104,Standard Bank,C0399,38246.66,2025-02-14 23:36:27,Health,South Terri
1565,104,Standard Bank,C0056,6494.67,2025-02-14 09:13:50,Health,Port Rachelview
1566,104,Standard Bank,C0359,29383.76,2025-02-14 13:14:38,Food,New Royland
1567,104,Standard Bank,C0195,45305.69,2025-02-14 09:09:48,Education,North Connieview
1568,104,Standard Bank,C0273,43562.07,2025-02-14 02:40:09,Health,West Ann
1569,104,Standard Bank,C0372,35119.59,2025-02-14 17:18:58,Health,Arellanoside
1570,104,Standard Bank,C0418,400.22,2025-02-14 22:05:39,Transport,Johnsontown
1571,104,Standard Bank,C0449,38424.84,2025-02-14 19:31:51,Health,Justintown
1572,104,Standard Bank,C0385,20039.85,2025-02-14 15:50:02,Utilities,Lisaton
1573,105,Access Bank,C0102,25247.32,2025-02-14 06:00:50,Transport,West Jeanne
1574,105,Access Bank,C0080,48097.12,2025-02-14 20:11:22,Retail,Peterburgh
1575,105,Access Bank,C0354,31189.58,2025-02-14 16:15:48,Food,North Samanthamouth
1576,105,Access Bank,C0158,12443.02,2025-02-14 08:11:51,Health,Christopherborough
1577,105,Access Bank,C0237,13320.02,2025-02-14 19:45:23,Food,Mariatown
1578,105,Access Bank,C0012,16738.31,2025-02-14 04:45:36,Food,Lopezland
1579,105,Access Bank,C0239,15944.34,2025-02-14 09:45:21,Health,Jenniferside
1580,105,Access Bank,C0274,37302.69,2025-02-14 23:01:50,Retail,Sylviaton
1581,105,Access Bank,C0478,20017.37,2025-02-14 18:39:54,Education,North Robertchester
1582,105,Access Bank,C0039,10684.76,2025-02-14 16:24:25,Food,Port Olivia
1583,105,Access Bank,C0145,28692.59,2025-02-14 07:27:23,Food,South Christopher
1584,105,Access Bank,C0124,32124.52,2025-02-14 05:53:44,Food,New Johnville
1585,105,Access Bank,C0307,15068.9,2025-02-14 12:09:51,Education,Michaelport
1586,105,Access Bank,C0347,24762.58,2025-02-14 04:20:48,Utilities,South Charles
1587,106,Zenith Bank,C0356,36354.67,2025-02-14 22:15:31,Food,Port Amber
1588,106,Zenith Bank,C0325,31520.92,2025-02-14 06:59:55,Food,North Jenniferland
1589,106,Zenith Bank,C0078,603.42,2025-02-14 18:20:53,Health,Alexandriaport
1590,106,Zenith Bank,C0018,40268.35,2025-02-14 20:49:57,Education,West Adamberg
1591,106,Zenith Bank,C0076,31522.28,2025-02-14 14:18:36,Food,Jonathanland
1592,106,Zenith Bank,C0211,11476.73,2025-02-14 12:28:49,Health,North Scott
1593,106,Zenith Bank,C0356,24038.11,2025-02-14 21:46:07,Food,East Blakestad
1594,106,Zenith Bank,C0340,12901.34,2025-02-14 06:13:11,Health,Millerborough
1595,106,Zenith Bank,C0493,40372.44,2025-02-14 14:55:46,Utilities,Jordanborough
1596,106,Zenith Bank,C0133,29202.69,2025-02-14 13:33:30,Transport,Michaeltown
1597,106,Zenith Bank,C0395,43415.87,2025-02-14 23:16:14,Health,Kimton
1598,107,First Bank,C0042,40191.81,2025-02-14 03:47:44,Health,Carlybury
1599,107,First Bank,C0072,30238.75,2025-02-14 10:00:40,Health,North Paul
1600,107,First Bank,C0144,29774.87,2025-02-14 00:25:58,Food,North Charles
1601,107,First Bank,C0189,28361.33,2025-02-14 07:20:39,Health,Medinamouth
1602,107,First Bank,C0096,27114.7,2025-02-14 11:06:07,Utilities,Ellisland
1603,107,First Bank,C0126,43591.28,2025-02-14 21:57:18,Education,North Elizabethbury
1604,107,First Bank,C0072,10862.55,2025-02-14 11:30:07,Transport,Port Dorothyville
1605,107,First Bank,C0240,1865.18,2025-02-14 16:13:14,Utilities,Port Susan
1606,107,First Bank,C0073,30014.18,2025-02-14 07:08:46,Transport,Port Anthonychester
1607,107,First Bank,C0433,42821.6,2025-02-14 14:17:49,Education,North Alex
1608,107,First Bank,C0419,15714.28,2025-02-14 02:29:10,Food,Port Lisa
1609,107,First Bank,C0073,42620.56,2025-02-14 07:52:50,Health,East Alberthaven
1610,107,First Bank,C0249,29023.17,2025-02-14 16:12:37,Retail,Lake Yolanda
1611,107,First Bank,C0243,25477.12,2025-02-14 08:57:40,Utilities,Port Natasha
1612,107,First Bank,C0236,17123.15,2025-02-14 19:41:50,Education,Melissachester
1613,107,First Bank,C0089,38669.66,2025-02-14 13:32:28,Transport,West Robertshire
1614,107,First Bank,C0384,23162.63,2025-02-14 21:32:08,Education,Brownmouth
1615,107,First Bank,C0377,24149.61,2025-02-14 07:45:01,Education,Gregoryside
1616,107,First Bank,C0068,42468.9,2025-02-14 11:11:47,Food,Lake Mark
1617,108,Ecobank,C0393,16222.69,2025-02-14 11:34:03,Transport,Beckerside
1618,108,Ecobank,C0048,48845.45,2025-02-14 07:26:26,Transport,Maciasfort
1619,108,Ecobank,C0169,566.69,2025-02-14 13:44:39,Health,Lake Triciafort
1620,108,Ecobank,C0468,24270.31,2025-02-14 13:13:37,Food,Lake Rebeccatown
1621,108,Ecobank,C0252,5037.17,2025-02-14 11:18:55,Retail,Gregview
1622,108,Ecobank,C0429,40161.56,2025-02-14 11:58:25,Transport,West Susan
1623,108,Ecobank,C0431,6024.72,2025-02-14 07:56:07,Transport,Wangburgh
1624,108,Ecobank,C0217,44633.5,2025-02-14 21:26:47,Utilities,Rebeccashire
1625,108,Ecobank,C0040,17400.11,2025-02-14 07:21:01,Utilities,Alexmouth
1626,108,Ecobank,C0238,12297.98,2025-02-14 16:29:18,Food,East Tammychester
1627,108,Ecobank,C0462,33571.25,2025-02-14 22:43:14,Education,Bradleyside
1628,108,Ecobank,C0486,45918.81,2025-02-14 10:47:20,Education,Darylfort
1629,108,Ecobank,C0048,4697.63,2025-02-14 17:43:47,Transport,Jonathanport
1630,108,Ecobank,C0005,9620.84,2025-02-14 06:45:33,Education,North Melissa
1631,108,Ecobank,C0012,27816.76,2025-02-14 11:22:46,Food,North Gloriashire
1632,108,Ecobank,C0366,40063.17,2025-02-14 14:10:42,Education,Katrinashire
1633,108,Ecobank,C0346,2608.25,2025-02-14 12:26:27,Education,North Matthew
1634,108,Ecobank,C0345,2177.78,2025-02-14 19:05:55,Food,Kimberlymouth
1635,108,Ecobank,C0286,45891.14,2025-02-14 19:52:46,Retail,South Martinborough
1636,108,Ecobank,C0432,6791.83,2025-02-14 12:44:16,Food,New Katherine
1637,109,UBA,C0355,49141.53,2025-02-14 12:18:22,Transport,East Michaelfort
1638,109,UBA,C0326,33769.24,2025-02-14 15:45:55,Transport,Travisborough
1639,109,UBA,C0403,23662.36,2025-02-14 05:08:14,Food,South Davidside
1640,109,UBA,C0152,5426.85,2025-02-14 22:14:23,Health,Lucasborough
1641,109,UBA,C0264,46400.72,2025-02-14 06:52:52,Utilities,New Justinland
1642,109,UBA,C0410,8120.13,2025-02-14 04:30:35,Education,Williamsberg
1643,109,UBA,C0369,29248.76,2025-02-14 06:19:29,Food,Port Davidtown
1644,109,UBA,C0492,9431.54,2025-02-14 06:40:49,Food,Toddside
1645,109,UBA,C0249,30593.28,2025-02-14 14:21:02,Health,Mariaville
1646,109,UBA,C0437,13234.25,2025-02-14 13:20:06,Food,West Sharon
1647,109,UBA,C0039,18788.23,2025-02-14 18:23:54,Utilities,North Christinafort
1648,109,UBA,C0316,20331.0,2025-02-14 16:36:09,Health,North Kevin
1649,109,UBA,C0273,37548.77,2025-02-14 15:28:36,Utilities,Bennettside
1650,109,UBA,C0406,36872.39,2025-02-14 14:50:33,Health,Port Linda
1651,109,UBA,C0493,38484.49,2025-02-14 11:48:56,Retail,East Annside
1652,110,Stanbic Bank,C0181,9668.19,2025-02-14 12:29:31,Utilities,North Charles
1653,110,Stanbic Bank,C0477,6887.82,2025-02-14 22:27:28,Food,North Anthonystad
1654,110,Stanbic Bank,C0436,17345.54,2025-02-14 05:02:33,Food,West Karl
1655,110,Stanbic Bank,C0371,12239.9,2025-02-14 09:03:54,Utilities,Kyleview
1656,110,Stanbic Bank,C0122,27708.11,2025-02-14 02:12:11,Health,Hayesport
1657,110,Stanbic Bank,C0048,26801.15,2025-02-14 14:08:32,Transport,Mcdonaldside
1658,110,Stanbic Bank,C0195,13675.79,2025-02-14 09:58:24,Utilities,East Kennethfurt
1659,110,Stanbic Bank,C0141,22643.32,2025-02-14 15:41:38,Retail,Port Dawn
1660,110,Stanbic Bank,C0362,10236.07,2025-02-14 02:48:44,Education,South Mitchell
1661,110,Stanbic Bank,C0302,17586.0,2025-02-14 18:56:33,Retail,Keithside
1662,110,Stanbic Bank,C0128,29085.85,2025-02-14 18:00:22,Food,Kathleenbury
1663,110,Stanbic Bank,C0467,5080.79,2025-02-14 17:07:26,Education,Port Robert
1664,110,Stanbic Bank,C0118,46656.26,2025-02-14 03:47:44,Health,East Amyhaven
1665,110,Stanbic Bank,C0276,2014.43,2025-02-14 00:59:09,Utilities,Langshire
1666,110,Stanbic Bank,C0203,32094.27,2025-02-14 07:18:43,Education,South Kelly
1667,110,Stanbic Bank,C0261,5302.57,2025-02-14 14:52:45,Health,Arthurbury
1668,101,Equity Bank,C0408,25360.22,2025-02-15 05:49:29,Health,East Chrismouth
1669,101,Equity Bank,C0258,31616.94,2025-02-15 09:49:32,Food,Ortiztown
1670,101,Equity Bank,C0362,40139.43,2025-02-15 16:11:11,Food,East Joshua
1671,101,Equity Bank,C0020,1845.7,2025-02-15 16:20:49,Education,Tonyside
1672,101,Equity Bank,C0346,32609.01,2025-02-15 10:59:12,Utilities,Christophertown
1673,101,Equity Bank,C0233,7881.8,2025-02-15 12:36:50,Education,Lake Robertstad
1674,101,Equity Bank,C0459,24859.88,2025-02-15 06:14:22,Retail,West Shannon
1675,101,Equity Bank,C0285,22742.46,2025-02-15 09:42:03,Food,East Shane
1676,101,Equity Bank,C0110,41554.37,2025-02-15 03:53:48,Education,Johnborough
1677,101,Equity Bank,C0170,37615.5,2025-02-15 14:20:34,Food,East Jorge
1678,101,Equity Bank,C0353,21678.6,2025-02-15 17:26:41,Food,Larsonchester
1679,101,Equity Bank,C0265,16160.56,2025-02-15 18:38:03,Health,Owenschester
1680,101,Equity Bank,C0359,44048.89,2025-02-15 03:02:36,Retail,Bryanton
1681,101,Equity Bank,C0285,39229.47,2025-02-15 21:16:41,Health,Port Brianfort
1682,102,KCB Bank,C0358,43880.76,2025-02-15 22:42:20,Retail,Choiview
1683,102,KCB Bank,C0473,31423.59,2025-02-15 11:46:32,Utilities,Clarkstad
1684,102,KCB Bank,C0162,21308.7,2025-02-15 00:16:12,Retail,East Linda
1685,102,KCB Bank,C0038,29777.8,2025-02-15 04:35:45,Retail,Sylviaside
1686,102,KCB Bank,C0079,20622.82,2025-02-15 03:08:06,Education,Masonport
1687,102,KCB Bank,C0486,29479.36,2025-02-15 17:00:10,Education,New Ericmouth
1688,102,KCB Bank,C0044,6927.27,2025-02-15 17:55:08,Food,Nicholsonmouth
1689,102,KCB Bank,C0182,19088.74,2025-02-15 14:56:04,Transport,Austinfort
1690,102,KCB Bank,C0291,21605.42,2025-02-15 23:00:04,Health,Taraborough
1691,102,KCB Bank,C0111,39275.38,2025-02-15 05:06:04,Retail,North Scottburgh
1692,102,KCB Bank,C0015,10179.07,2025-02-15 21:44:18,Transport,Pearsonhaven
1693,102,KCB Bank,C0303,37451.96,2025-02-15 01:36:42,Education,Port Mary
1694,102,KCB Bank,C0325,25283.05,2025-02-15 21:46:18,Education,Priceville
1695,102,KCB Bank,C0354,17978.64,2025-02-15 13:52:23,Utilities,New Larry
1696,103,Absa Bank,C0326,13674.02,2025-02-15 21:19:19,Transport,East Luis
1697,103,Absa Bank,C0142,10972.78,2025-02-15 19:56:27,Health,Abbottstad
1698,103,Absa Bank,C0216,37925.99,2025-02-15 19:35:36,Education,West Nathan
1699,103,Absa Bank,C0299,27328.43,2025-02-15 16:54:44,Transport,North Jeffrey
1700,103,Absa Bank,C0494,35928.52,2025-02-15 01:34:59,Utilities,Teresachester
1701,103,Absa Bank,C0230,42235.05,2025-02-15 08:44:54,Health,Port Victoria
1702,103,Absa Bank,C0242,15487.11,2025-02-15 04:24:40,Health,New Nathanmouth
1703,103,Absa Bank,C0137,36150.63,2025-02-15 12:24:20,Transport,New Misty
1704,103,Absa Bank,C0382,16929.92,2025-02-15 13:46:33,Utilities,North Joelview
1705,103,Absa Bank,C0071,11840.86,2025-02-15 19:01:07,Food,Maryberg
1706,103,Absa Bank,C0281,8788.69,2025-02-15 10:25:36,Health,Coltonborough
1707,103,Absa Bank,C0385,3643.68,2025-02-15 19:07:21,Utilities,South Shannon
1708,103,Absa Bank,C0180,32192.53,2025-02-15 07:01:57,Retail,Valerieview
1709,103,Absa Bank,C0401,17679.98,2025-02-15 14:28:56,Food,West Michele
1710,103,Absa Bank,C0201,15559.36,2025-02-15 18:40:42,Health,North Dean
1711,103,Absa Bank,C0017,7060.98,2025-02-15 12:37:08,Food,Paulside
1712,103,Absa Bank,C0007,5361.41,2025-02-15 09:43:47,Food,Lake Cody
1713,103,Absa Bank,C0252,34850.52,2025-02-15 17:04:49,Transport,Alexisside
1714,103,Absa Bank,C0393,35585.65,2025-02-15 08:31:11,Education,Williamsport
1715,104,Standard Bank,C0312,9395.11,2025-02-15 14:51:33,Food,Rosschester
1716,104,Standard Bank,C0287,28812.75,2025-02-15 04:42:55,Transport,South Carol
1717,104,Standard Bank,C0206,21078.75,2025-02-15 00:45:38,Retail,South Andreaport
1718,104,Standard Bank,C0394,29379.51,2025-02-15 17:58:19,Retail,Wallacebury
1719,104,Standard Bank,C0431,41080.1,2025-02-15 08:37:02,Food,North Davidmouth
1720,104,Standard Bank,C0480,33720.93,2025-02-15 04:30:46,Health,Port Hollyland
1721,104,Standard Bank,C0379,17504.71,2025-02-15 10:20:41,Retail,Andreafort
1722,104,Standard Bank,C0067,46596.88,2025-02-15 19:28:56,Health,North Beverly
1723,104,Standard Bank,C0349,40794.75,2025-02-15 08:41:27,Health,Port Katherineport
1724,104,Standard Bank,C0088,16580.13,2025-02-15 03:45:57,Retail,Hansenberg
1725,104,Standard Bank,C0421,4784.73,2025-02-15 14:00:24,Education,Port Christopherhaven
1726,105,Access Bank,C0049,29774.83,2025-02-15 15:40:52,Utilities,Brooketon
1727,105,Access Bank,C0196,30101.45,2025-02-15 00:37:47,Food,Cooleyborough
1728,105,Access Bank,C0427,9829.97,2025-02-15 15:09:56,Utilities,Jacksonfurt
1729,105,Access Bank,C0036,12861.67,2025-02-15 08:06:13,Education,Jonesview
1730,105,Access Bank,C0389,48322.0,2025-02-15 07:15:58,Transport,Wardfurt
1731,105,Access Bank,C0090,43672.69,2025-02-15 20:40:37,Health,New Lisa
1732,105,Access Bank,C0293,8789.38,2025-02-15 05:13:41,Retail,South Melissa
1733,105,Access Bank,C0100,47682.88,2025-02-15 16:46:15,Education,West Sarah
1734,105,Access Bank,C0243,49198.05,2025-02-15 03:27:19,Utilities,West Brittany
1735,105,Access Bank,C0091,43874.05,2025-02-15 19:49:41,Education,Amyburgh
1736,105,Access Bank,C0353,19365.89,2025-02-15 06:03:46,Food,Lake Wendy
1737,105,Access Bank,C0409,49716.4,2025-02-15 14:21:30,Retail,Gregorystad
1738,105,Access Bank,C0361,49864.53,2025-02-15 11:29:52,Transport,New Brenda
1739,105,Access Bank,C0080,251.35,2025-02-15 13:07:32,Transport,Thompsontown
1740,106,Zenith Bank,C0135,20105.07,2025-02-15 12:27:20,Food,Hollandton
1741,106,Zenith Bank,C0258,20637.35,2025-02-15 10:29:03,Health,Langberg
1742,106,Zenith Bank,C0106,12295.53,2025-02-15 15:37:19,Retail,West Jillianville
1743,106,Zenith Bank,C0177,6572.71,2025-02-15 10:38:42,Utilities,Jacksonburgh
1744,106,Zenith Bank,C0071,17962.21,2025-02-15 16:03:35,Utilities,Ortizchester
1745,106,Zenith Bank,C0016,4239.99,2025-02-15 19:20:04,Education,West Rachel
1746,106,Zenith Bank,C0338,21691.74,2025-02-15 21:14:43,Utilities,Jimenezshire
1747,106,Zenith Bank,C0473,7675.45,2025-02-15 14:51:04,Health,North Stephenland
1748,106,Zenith Bank,C0244,45535.72,2025-02-15 20:50:39,Retail,West Carlos
1749,106,Zenith Bank,C0405,49038.22,2025-02-15 06:37:14,Food,West Robertview
1750,106,Zenith Bank,C0137,28123.14,2025-02-15 07:17:06,Health,Jeremyhaven
1751,106,Zenith Bank,C0303,49832.66,2025-02-15 01:42:41,Education,South Michaelberg
1752,106,Zenith Bank,C0442,6664.34,2025-02-15 01:10:33,Food,Brendafort
1753,106,Zenith Bank,C0153,10928.66,2025-02-15 22:58:32,Transport,Greenberg
1754,106,Zenith Bank,C0227,40930.4,2025-02-15 15:21:16,Health,Ramoshaven
1755,106,Zenith Bank,C0262,11456.49,2025-02-15 09:24:33,Health,Elizabethborough
1756,106,Zenith Bank,C0049,43092.07,2025-02-15 06:04:58,Food,East Diane
1757,106,Zenith Bank,C0169,26857.99,2025-02-15 23:02:36,Education,Melissaport
1758,107,First Bank,C0231,27868.48,2025-02-15 02:12:29,Health,Port Ashley
1759,107,First Bank,C0272,41415.18,2025-02-15 23:51:29,Food,Perezfurt
1760,107,First Bank,C0104,46747.49,2025-02-15 19:38:30,Transport,North Karenfort
1761,107,First Bank,C0463,49905.61,2025-02-15 22:40:25,Health,North Josephstad
1762,107,First Bank,C0038,30399.63,2025-02-15 14:20:05,Health,Port Kendrahaven
1763,107,First Bank,C0162,8547.65,2025-02-15 00:10:48,Health,Johnsonbury
1764,107,First Bank,C0218,30519.01,2025-02-15 20:10:18,Utilities,West Robertside
1765,107,First Bank,C0419,29672.91,2025-02-15 23:39:29,Health,Burkeborough
1766,107,First Bank,C0185,28253.01,2025-02-15 16:30:42,Food,Lyonsmouth
1767,107,First Bank,C0393,47743.34,2025-02-15 07:10:43,Utilities,Morganside
1768,107,First Bank,C0280,3811.29,2025-02-15 18:29:00,Transport,Georgestad
1769,107,First Bank,C0286,45084.84,2025-02-15 12:52:24,Retail,South Diane
1770,107,First Bank,C0364,18612.82,2025-02-15 23:59:38,Transport,East Jamieville
1771,108,Ecobank,C0338,4622.91,2025-02-15 12:14:48,Retail,Gonzalezchester
1772,108,Ecobank,C0489,49759.87,2025-02-15 17:14:51,Health,Lake Jamietown
1773,108,Ecobank,C0233,25454.82,2025-02-15 15:27:12,Transport,Hernandezfurt
1774,108,Ecobank,C0465,18553.35,2025-02-15 19:47:23,Education,Simsport
1775,108,Ecobank,C0415,36126.68,2025-02-15 05:26:40,Transport,New Charles
1776,108,Ecobank,C0093,35382.63,2025-02-15 01:13:50,Health,Caitlinchester
1777,108,Ecobank,C0027,30009.24,2025-02-15 10:25:18,Education,East Tracychester
1778,108,Ecobank,C0401,49753.34,2025-02-15 03:58:20,Retail,Lawsonfurt
1779,108,Ecobank,C0030,8928.39,2025-02-15 18:45:26,Health,Michellefort
1780,108,Ecobank,C0003,22636.85,2025-02-15 01:27:17,Utilities,South Michellefort
1781,108,Ecobank,C0144,30437.08,2025-02-15 19:50:29,Food,North Chad
1782,108,Ecobank,C0284,15188.18,2025-02-15 18:49:36,Utilities,South Mariahmouth
1783,109,UBA,C0131,4869.01,2025-02-15 22:15:36,Utilities,New Laurie
1784,109,UBA,C0160,34087.06,2025-02-15 19:23:06,Utilities,Lake Brian
1785,109,UBA,C0330,7255.15,2025-02-15 13:56:57,Transport,Lake Wesleytown
1786,109,UBA,C0104,23941.97,2025-02-15 16:36:24,Utilities,East Margaretstad
1787,109,UBA,C0423,30311.89,2025-02-15 11:14:09,Education,Lake Christopher
1788,109,UBA,C0011,48115.56,2025-02-15 01:08:55,Utilities,Port Michelle
1789,109,UBA,C0044,18507.3,2025-02-15 09:07:27,Retail,Hughesmouth
1790,109,UBA,C0174,21704.05,2025-02-15 11:07:24,Utilities,Hunterchester
1791,109,UBA,C0104,42831.31,2025-02-15 05:27:57,Retail,Marshallberg
1792,109,UBA,C0379,34778.09,2025-02-15 14:33:34,Health,Meganport
1793,109,UBA,C0096,2985.89,2025-02-15 09:08:58,Retail,New Anthony
1794,109,UBA,C0500,17656.8,2025-02-15 02:10:56,Transport,East Stephanie
1795,109,UBA,C0279,30944.12,2025-02-15 11:16:01,Food,West Robert
1796,109,UBA,C0146,3200.38,2025-02-15 00:46:02,Retail,Laurachester
1797,109,UBA,C0060,12369.41,2025-02-15 17:49:02,Food,Emilychester
1798,110,Stanbic Bank,C0307,22961.39,2025-02-15 21:51:28,Transport,Archerborough
1799,110,Stanbic Bank,C0111,35142.37,2025-02-15 02:11:00,Food,Watsonchester
1800,110,Stanbic Bank,C0146,33574.25,2025-02-15 13:07:39,Retail,Bestton
1801,110,Stanbic Bank,C0082,28875.31,2025-02-15 22:02:44,Food,Port Jeffreyborough
1802,110,Stanbic Bank,C0281,8835.63,2025-02-15 11:18:35,Food,New Annaville
1803,110,Stanbic Bank,C0192,10004.98,2025-02-15 16:07:52,Education,New Mary
1804,110,Stanbic Bank,C0245,29263.63,2025-02-15 20:09:55,Education,Lake Dawn
1805,110,Stanbic Bank,C0061,6527.45,2025-02-15 01:27:17,Education,Smithshire
1806,110,Stanbic Bank,C0313,6772.45,2025-02-15 04:15:24,Health,Michaelland
1807,110,Stanbic Bank,C0486,47756.19,2025-02-15 13:59:56,Education,Wallsbury
1808,110,Stanbic Bank,C0206,48473.55,2025-02-15 22:11:12,Health,South Nicholasfort
1809,110,Stanbic Bank,C0147,49522.07,2025-02-15 23:52:38,Food,Thompsonburgh
1810,110,Stanbic Bank,C0450,9078.46,2025-02-15 00:59:50,Retail,Lake Candice
1811,110,Stanbic Bank,C0310,772.95,2025-02-15 17:47:19,Transport,East Davidville
1812,110,Stanbic Bank,C0170,16898.99,2025-02-15 10:45:30,Transport,Port Michaelberg
1813,110,Stanbic Bank,C0077,47789.05,2025-02-15 12:37:53,Education,New Rebecca
1814,110,Stanbic Bank,C0443,41658.57,2025-02-15 04:35:48,Education,Catherinestad
1815,101,Equity Bank,C0342,30903.05,2025-02-16 22:55:18,Transport,Lake Brooke
1816,101,Equity Bank,C0258,42986.4,2025-02-16 05:59:54,Retail,Annland
1817,101,Equity Bank,C0048,31355.41,2025-02-16 23:26:43,Transport,West Patrick
1818,101,Equity Bank,C0208,21217.42,2025-02-16 04:21:44,Utilities,Huntton
1819,101,Equity Bank,C0149,8933.7,2025-02-16 17:06:59,Food,Emmaborough
1820,101,Equity Bank,C0037,2674.34,2025-02-16 13:57:45,Utilities,Hoodstad
1821,101,Equity Bank,C0245,28491.28,2025-02-16 21:56:26,Health,East Michaeltown
1822,101,Equity Bank,C0114,17633.39,2025-02-16 03:51:09,Utilities,Laurenbury
1823,101,Equity Bank,C0367,1202.35,2025-02-16 04:51:35,Retail,Lake Margaretview
1824,101,Equity Bank,C0247,17214.43,2025-02-16 17:42:17,Retail,East Curtis
1825,101,Equity Bank,C0353,43416.32,2025-02-16 16:13:24,Food,Port Gary
1826,101,Equity Bank,C0255,19949.65,2025-02-16 21:39:42,Transport,Port Paulport
1827,102,KCB Bank,C0107,6440.13,2025-02-16 10:50:03,Retail,Lake Anafurt
1828,102,KCB Bank,C0218,41864.04,2025-02-16 20:17:21,Retail,Loweryton
1829,102,KCB Bank,C0049,12458.19,2025-02-16 19:26:00,Health,South Joseph
1830,102,KCB Bank,C0271,22598.27,2025-02-16 21:33:44,Education,Dianeland
1831,102,KCB Bank,C0315,23987.76,2025-02-16 18:22:33,Utilities,Lake Robertport
1832,102,KCB Bank,C0211,22535.78,2025-02-16 17:38:08,Transport,Diazfurt
1833,102,KCB Bank,C0420,26881.65,2025-02-16 02:48:05,Retail,Ginaberg
1834,102,KCB Bank,C0173,47427.08,2025-02-16 22:37:16,Retail,East Tommy
